hour,updated_type,updated_subtype,latitude_bin,longitude_bin,alert_count
14:00,Jam,Heavy Traffic,41.97,-87.79,3
14:00,Jam,Heavy Traffic,41.97,-87.77,119
14:00,Jam,Heavy Traffic,41.97,-87.76,128
14:00,Jam,Heavy Traffic,41.97,-87.75,149
14:00,Jam,Heavy Traffic,41.97,-87.74,14
14:00,Jam,Heavy Traffic,41.97,-87.73,16
14:00,Jam,Heavy Traffic,41.97,-87.72,2
14:00,Jam,Heavy Traffic,41.97,-87.71,32
14:00,Jam,Heavy Traffic,41.97,-87.7,6
14:00,Jam,Heavy Traffic,41.97,-87.69,21
14:00,Jam,Heavy Traffic,41.97,-87.68,1
14:00,Jam,Heavy Traffic,41.97,-87.67,12
14:00,Jam,Heavy Traffic,41.97,-87.66,6
14:00,Jam,Heavy Traffic,41.97,-87.65,28
14:00,Jam,Heavy Traffic,41.98,-87.9,2
14:00,Jam,Heavy Traffic,41.98,-87.89,1
14:00,Jam,Heavy Traffic,41.98,-87.84,2
14:00,Jam,Heavy Traffic,41.98,-87.83,5
14:00,Jam,Heavy Traffic,41.98,-87.82,15
14:00,Jam,Heavy Traffic,41.98,-87.81,25
14:00,Jam,Heavy Traffic,41.98,-87.8,41
14:00,Jam,Heavy Traffic,41.98,-87.79,113
14:00,Jam,Heavy Traffic,41.98,-87.78,101
14:00,Jam,Heavy Traffic,41.98,-87.77,75
14:00,Jam,Heavy Traffic,41.98,-87.76,9
14:00,Jam,Heavy Traffic,41.98,-87.75,106
14:00,Jam,Heavy Traffic,41.98,-87.74,3
14:00,Jam,Heavy Traffic,41.98,-87.73,6
14:00,Jam,Heavy Traffic,41.98,-87.72,19
14:00,Jam,Heavy Traffic,41.98,-87.71,36
14:00,Jam,Heavy Traffic,41.98,-87.7,9
14:00,Jam,Heavy Traffic,41.98,-87.69,30
14:00,Jam,Heavy Traffic,41.98,-87.68,20
14:00,Jam,Heavy Traffic,41.98,-87.67,18
14:00,Jam,Heavy Traffic,41.98,-87.66,108
14:00,Jam,Heavy Traffic,41.98,-87.65,10
14:00,Jam,Heavy Traffic,41.99,-87.83,1
14:00,Jam,Heavy Traffic,41.99,-87.79,3
14:00,Jam,Heavy Traffic,41.99,-87.77,6
14:00,Jam,Heavy Traffic,41.99,-87.76,6
14:00,Jam,Heavy Traffic,41.99,-87.75,44
14:00,Jam,Heavy Traffic,41.99,-87.74,1
14:00,Jam,Heavy Traffic,41.99,-87.73,3
14:00,Jam,Heavy Traffic,41.99,-87.71,23
14:00,Jam,Heavy Traffic,41.99,-87.7,16
14:00,Jam,Heavy Traffic,41.99,-87.69,22
14:00,Jam,Heavy Traffic,41.99,-87.68,21
14:00,Jam,Heavy Traffic,41.99,-87.67,48
14:00,Jam,Heavy Traffic,41.99,-87.66,117
14:00,Jam,Heavy Traffic,42.0,-87.82,1
14:00,Jam,Heavy Traffic,42.0,-87.81,2
14:00,Jam,Heavy Traffic,42.0,-87.79,9
14:00,Jam,Heavy Traffic,42.0,-87.78,3
14:00,Jam,Heavy Traffic,42.0,-87.77,8
14:00,Jam,Heavy Traffic,42.0,-87.76,20
14:00,Jam,Heavy Traffic,42.0,-87.75,1
14:00,Jam,Heavy Traffic,42.0,-87.73,3
14:00,Jam,Heavy Traffic,42.0,-87.72,1
14:00,Jam,Heavy Traffic,42.0,-87.71,17
14:00,Jam,Heavy Traffic,42.0,-87.7,5
14:00,Jam,Heavy Traffic,42.0,-87.69,3
14:00,Jam,Heavy Traffic,42.0,-87.68,16
14:00,Jam,Heavy Traffic,42.0,-87.67,11
14:00,Jam,Heavy Traffic,42.0,-87.66,24
14:00,Jam,Heavy Traffic,42.01,-87.71,8
14:00,Jam,Heavy Traffic,42.01,-87.7,7
14:00,Jam,Heavy Traffic,42.01,-87.69,6
14:00,Jam,Heavy Traffic,42.01,-87.68,6
14:00,Jam,Heavy Traffic,42.01,-87.67,2
14:00,Jam,Heavy Traffic,42.01,-87.66,7
14:00,Jam,Heavy Traffic,42.02,-87.68,2
14:00,Jam,Moderate Traffic,41.66,-87.59,1
14:00,Jam,Moderate Traffic,41.69,-87.6,1
14:00,Jam,Moderate Traffic,41.7,-87.59,1
14:00,Jam,Moderate Traffic,41.71,-87.61,2
14:00,Jam,Moderate Traffic,41.71,-87.59,2
14:00,Jam,Moderate Traffic,41.72,-87.62,3
14:00,Jam,Moderate Traffic,41.73,-87.62,1
14:00,Jam,Moderate Traffic,41.74,-87.64,1
14:00,Jam,Moderate Traffic,41.76,-87.71,1
14:00,Jam,Moderate Traffic,41.76,-87.68,1
14:00,Jam,Moderate Traffic,41.76,-87.63,1
14:00,Jam,Moderate Traffic,41.76,-87.58,1
14:00,Jam,Moderate Traffic,41.77,-87.59,1
14:00,Jam,Moderate Traffic,41.78,-87.74,1
14:00,Jam,Moderate Traffic,41.78,-87.63,5
14:00,Jam,Moderate Traffic,41.78,-87.58,1
14:00,Jam,Moderate Traffic,41.79,-87.8,2
14:00,Jam,Moderate Traffic,41.79,-87.79,1
14:00,Jam,Moderate Traffic,41.79,-87.63,3
14:00,Jam,Moderate Traffic,41.79,-87.59,2
14:00,Jam,Moderate Traffic,41.79,-87.58,2
14:00,Jam,Moderate Traffic,41.8,-87.74,1
14:00,Jam,Moderate Traffic,41.8,-87.63,2
14:00,Jam,Moderate Traffic,41.81,-87.74,1
14:00,Jam,Moderate Traffic,41.81,-87.73,1
14:00,Jam,Moderate Traffic,41.81,-87.71,1
14:00,Jam,Moderate Traffic,41.82,-87.74,2
14:00,Jam,Moderate Traffic,41.82,-87.73,3
14:00,Jam,Moderate Traffic,41.82,-87.72,1
14:00,Jam,Moderate Traffic,41.82,-87.6,2
14:00,Jam,Moderate Traffic,41.83,-87.7,2
14:00,Jam,Moderate Traffic,41.83,-87.67,1
14:00,Jam,Moderate Traffic,41.83,-87.63,2
14:00,Jam,Moderate Traffic,41.84,-87.7,1
14:00,Jam,Moderate Traffic,41.84,-87.69,1
14:00,Jam,Moderate Traffic,41.84,-87.68,3
14:00,Jam,Moderate Traffic,41.84,-87.67,1
14:00,Jam,Moderate Traffic,41.84,-87.66,4
14:00,Jam,Moderate Traffic,41.84,-87.63,2
14:00,Jam,Moderate Traffic,41.85,-87.74,2
14:00,Jam,Moderate Traffic,41.85,-87.7,1
14:00,Jam,Moderate Traffic,41.85,-87.64,5
14:00,Jam,Moderate Traffic,41.85,-87.63,3
14:00,Jam,Moderate Traffic,41.85,-87.61,2
14:00,Jam,Moderate Traffic,41.86,-87.64,4
14:00,Jam,Moderate Traffic,41.86,-87.62,2
14:00,Jam,Moderate Traffic,41.87,-87.75,2
14:00,Jam,Moderate Traffic,41.87,-87.74,5
14:00,Jam,Moderate Traffic,41.87,-87.72,1
14:00,Jam,Moderate Traffic,41.87,-87.7,1
14:00,Jam,Moderate Traffic,41.87,-87.65,2
14:00,Jam,Moderate Traffic,41.87,-87.64,1
14:00,Jam,Moderate Traffic,41.87,-87.62,1
14:00,Jam,Moderate Traffic,41.88,-87.77,1
14:00,Jam,Moderate Traffic,41.88,-87.74,3
14:00,Jam,Moderate Traffic,41.88,-87.73,2
14:00,Jam,Moderate Traffic,41.88,-87.68,2
14:00,Jam,Moderate Traffic,41.88,-87.67,2
14:00,Jam,Moderate Traffic,41.88,-87.66,1
14:00,Jam,Moderate Traffic,41.88,-87.65,3
14:00,Jam,Moderate Traffic,41.88,-87.64,5
14:00,Jam,Moderate Traffic,41.88,-87.63,1
14:00,Jam,Moderate Traffic,41.88,-87.62,6
14:00,Jam,Moderate Traffic,41.88,-87.61,1
14:00,Jam,Moderate Traffic,41.89,-87.7,2
14:00,Jam,Moderate Traffic,41.89,-87.65,4
14:00,Jam,Moderate Traffic,41.89,-87.64,1
14:00,Jam,Moderate Traffic,41.89,-87.63,2
14:00,Jam,Moderate Traffic,41.89,-87.62,1
14:00,Jam,Moderate Traffic,41.89,-87.61,1
14:00,Jam,Moderate Traffic,41.9,-87.75,1
14:00,Jam,Moderate Traffic,41.9,-87.74,2
14:00,Jam,Moderate Traffic,41.9,-87.73,1
14:00,Jam,Moderate Traffic,41.9,-87.72,1
14:00,Jam,Moderate Traffic,41.9,-87.67,2
14:00,Jam,Moderate Traffic,41.9,-87.66,9
14:00,Jam,Moderate Traffic,41.9,-87.64,2
14:00,Jam,Moderate Traffic,41.9,-87.63,2
14:00,Jam,Moderate Traffic,41.9,-87.62,2
14:00,Jam,Moderate Traffic,41.91,-87.78,1
14:00,Jam,Moderate Traffic,41.91,-87.77,2
14:00,Jam,Moderate Traffic,41.91,-87.75,2
14:00,Jam,Moderate Traffic,41.91,-87.71,1
14:00,Jam,Moderate Traffic,41.91,-87.69,1
14:00,Jam,Moderate Traffic,41.91,-87.67,2
14:00,Jam,Moderate Traffic,41.91,-87.66,6
14:00,Jam,Moderate Traffic,41.91,-87.65,4
14:00,Jam,Moderate Traffic,41.91,-87.63,5
14:00,Jam,Moderate Traffic,41.92,-87.74,1
14:00,Jam,Moderate Traffic,41.92,-87.73,1
14:00,Jam,Moderate Traffic,41.92,-87.72,2
14:00,Jam,Moderate Traffic,41.92,-87.71,1
14:00,Jam,Moderate Traffic,41.92,-87.68,2
14:00,Jam,Moderate Traffic,41.92,-87.67,7
14:00,Jam,Moderate Traffic,41.92,-87.66,2
14:00,Jam,Moderate Traffic,41.92,-87.64,2
14:00,Jam,Moderate Traffic,41.92,-87.63,1
14:00,Jam,Moderate Traffic,41.93,-87.78,1
14:00,Jam,Moderate Traffic,41.93,-87.76,2
14:00,Jam,Moderate Traffic,41.93,-87.71,1
14:00,Jam,Moderate Traffic,41.93,-87.7,7
14:00,Jam,Moderate Traffic,41.93,-87.69,3
14:00,Jam,Moderate Traffic,41.93,-87.68,2
14:00,Jam,Moderate Traffic,41.93,-87.65,1
14:00,Jam,Moderate Traffic,41.93,-87.64,3
14:00,Jam,Moderate Traffic,41.93,-87.63,1
14:00,Jam,Moderate Traffic,41.94,-87.79,1
14:00,Jam,Moderate Traffic,41.94,-87.72,1
14:00,Jam,Moderate Traffic,41.94,-87.71,3
14:00,Jam,Moderate Traffic,41.94,-87.7,4
14:00,Jam,Moderate Traffic,41.94,-87.69,1
14:00,Jam,Moderate Traffic,41.94,-87.67,1
14:00,Jam,Moderate Traffic,41.94,-87.65,6
14:00,Jam,Moderate Traffic,41.94,-87.64,1
14:00,Jam,Moderate Traffic,41.94,-87.63,1
14:00,Jam,Moderate Traffic,41.95,-87.79,1
14:00,Jam,Moderate Traffic,41.95,-87.73,1
14:00,Jam,Moderate Traffic,41.95,-87.72,5
14:00,Jam,Moderate Traffic,41.95,-87.71,1
14:00,Jam,Moderate Traffic,41.95,-87.7,1
14:00,Jam,Moderate Traffic,41.95,-87.69,2
14:00,Jam,Moderate Traffic,41.95,-87.67,2
14:00,Jam,Moderate Traffic,41.95,-87.66,3
14:00,Jam,Moderate Traffic,41.95,-87.65,2
14:00,Jam,Moderate Traffic,41.95,-87.64,2
14:00,Jam,Moderate Traffic,41.96,-87.76,1
14:00,Jam,Moderate Traffic,41.96,-87.75,2
14:00,Jam,Moderate Traffic,41.96,-87.74,1
14:00,Jam,Moderate Traffic,41.96,-87.73,5
14:00,Jam,Moderate Traffic,41.96,-87.72,3
14:00,Jam,Moderate Traffic,41.96,-87.71,1
14:00,Jam,Moderate Traffic,41.96,-87.7,1
14:00,Jam,Moderate Traffic,41.96,-87.68,1
14:00,Jam,Moderate Traffic,41.96,-87.66,1
14:00,Jam,Moderate Traffic,41.96,-87.65,2
14:00,Jam,Moderate Traffic,41.96,-87.64,1
14:00,Jam,Moderate Traffic,41.97,-87.77,2
14:00,Jam,Moderate Traffic,41.97,-87.76,3
14:00,Jam,Moderate Traffic,41.97,-87.75,4
14:00,Jam,Moderate Traffic,41.97,-87.74,1
14:00,Jam,Moderate Traffic,41.97,-87.71,3
14:00,Jam,Moderate Traffic,41.97,-87.7,1
14:00,Jam,Moderate Traffic,41.97,-87.69,1
14:00,Jam,Moderate Traffic,41.97,-87.68,1
14:00,Jam,Moderate Traffic,41.98,-87.82,2
14:00,Jam,Moderate Traffic,41.98,-87.81,2
14:00,Jam,Moderate Traffic,41.98,-87.8,5
14:00,Jam,Moderate Traffic,41.98,-87.79,3
14:00,Jam,Moderate Traffic,41.98,-87.78,1
14:00,Jam,Moderate Traffic,41.98,-87.77,2
14:00,Jam,Moderate Traffic,41.98,-87.76,1
14:00,Jam,Moderate Traffic,41.98,-87.75,7
14:00,Jam,Moderate Traffic,41.98,-87.74,1
14:00,Jam,Moderate Traffic,41.98,-87.71,5
14:00,Jam,Moderate Traffic,41.98,-87.7,1
14:00,Jam,Moderate Traffic,41.98,-87.69,2
14:00,Jam,Moderate Traffic,41.98,-87.67,2
14:00,Jam,Moderate Traffic,41.98,-87.66,3
14:00,Jam,Moderate Traffic,41.98,-87.65,2
14:00,Jam,Moderate Traffic,41.99,-87.76,1
14:00,Jam,Moderate Traffic,41.99,-87.71,1
14:00,Jam,Moderate Traffic,41.99,-87.7,1
14:00,Jam,Moderate Traffic,41.99,-87.67,3
14:00,Jam,Moderate Traffic,41.99,-87.66,3
14:00,Jam,Moderate Traffic,42.0,-87.77,2
14:00,Jam,Moderate Traffic,42.0,-87.76,1
14:00,Jam,Moderate Traffic,42.0,-87.75,1
14:00,Jam,Moderate Traffic,42.0,-87.71,1
14:00,Jam,Moderate Traffic,42.0,-87.68,1
14:00,Jam,Moderate Traffic,42.0,-87.66,1
14:00,Jam,Moderate Traffic,42.01,-87.71,1
14:00,Jam,Moderate Traffic,42.01,-87.7,1
14:00,Jam,Moderate Traffic,42.01,-87.68,1
14:00,Jam,Standstill Traffic,41.65,-87.58,2
14:00,Jam,Standstill Traffic,41.66,-87.59,5
14:00,Jam,Standstill Traffic,41.66,-87.57,1
14:00,Jam,Standstill Traffic,41.67,-87.6,3
14:00,Jam,Standstill Traffic,41.67,-87.56,1
14:00,Jam,Standstill Traffic,41.68,-87.6,7
14:00,Jam,Standstill Traffic,41.69,-87.7,1
14:00,Jam,Standstill Traffic,41.69,-87.66,2
14:00,Jam,Standstill Traffic,41.69,-87.61,1
14:00,Jam,Standstill Traffic,41.69,-87.6,14
14:00,Jam,Standstill Traffic,41.7,-87.69,1
14:00,Jam,Standstill Traffic,41.7,-87.6,4
14:00,Jam,Standstill Traffic,41.7,-87.59,18
14:00,Jam,Standstill Traffic,41.71,-87.68,2
14:00,Jam,Standstill Traffic,41.71,-87.65,3
14:00,Jam,Standstill Traffic,41.71,-87.64,2
14:00,Jam,Standstill Traffic,41.71,-87.63,7
14:00,Jam,Standstill Traffic,41.71,-87.62,3
14:00,Jam,Standstill Traffic,41.71,-87.61,15
14:00,Jam,Standstill Traffic,41.71,-87.6,22
14:00,Jam,Standstill Traffic,41.71,-87.59,17
14:00,Jam,Standstill Traffic,41.71,-87.58,2
14:00,Jam,Standstill Traffic,41.71,-87.56,1
14:00,Jam,Standstill Traffic,41.72,-87.67,3
14:00,Jam,Standstill Traffic,41.72,-87.66,2
14:00,Jam,Standstill Traffic,41.72,-87.65,1
14:00,Jam,Standstill Traffic,41.72,-87.63,13
14:00,Jam,Standstill Traffic,41.72,-87.62,37
14:00,Jam,Standstill Traffic,41.72,-87.6,1
14:00,Jam,Standstill Traffic,41.72,-87.59,1
14:00,Jam,Standstill Traffic,41.72,-87.58,14
14:00,Jam,Standstill Traffic,41.72,-87.57,1
14:00,Jam,Standstill Traffic,41.73,-87.62,37
14:00,Jam,Standstill Traffic,41.73,-87.61,1
14:00,Jam,Standstill Traffic,41.73,-87.59,1
14:00,Jam,Standstill Traffic,41.74,-87.71,1
14:00,Jam,Standstill Traffic,41.74,-87.69,3
14:00,Jam,Standstill Traffic,41.74,-87.66,1
14:00,Jam,Standstill Traffic,41.74,-87.63,6
14:00,Jam,Standstill Traffic,41.74,-87.62,19
14:00,Jam,Standstill Traffic,41.74,-87.59,1
14:00,Jam,Standstill Traffic,41.74,-87.58,1
14:00,Jam,Standstill Traffic,41.75,-87.7,1
14:00,Jam,Standstill Traffic,41.75,-87.64,1
14:00,Jam,Standstill Traffic,41.75,-87.63,6
14:00,Jam,Standstill Traffic,41.75,-87.62,8
14:00,Jam,Standstill Traffic,41.75,-87.59,1
14:00,Jam,Standstill Traffic,41.76,-87.8,2
14:00,Jam,Standstill Traffic,41.76,-87.69,5
14:00,Jam,Standstill Traffic,41.76,-87.66,1
14:00,Jam,Standstill Traffic,41.76,-87.63,5
14:00,Jam,Standstill Traffic,41.76,-87.56,1
14:00,Jam,Standstill Traffic,41.77,-87.74,4
14:00,Jam,Standstill Traffic,41.77,-87.72,2
14:00,Jam,Standstill Traffic,41.77,-87.71,1
14:00,Jam,Standstill Traffic,41.77,-87.63,17
14:00,Jam,Standstill Traffic,41.77,-87.62,1
14:00,Jam,Standstill Traffic,41.77,-87.58,1
14:00,Jam,Standstill Traffic,41.77,-87.57,1
14:00,Jam,Standstill Traffic,41.78,-87.8,7
14:00,Jam,Standstill Traffic,41.78,-87.79,3
14:00,Jam,Standstill Traffic,41.78,-87.78,1
14:00,Jam,Standstill Traffic,41.78,-87.75,1
14:00,Jam,Standstill Traffic,41.78,-87.74,8
14:00,Jam,Standstill Traffic,41.78,-87.72,2
14:00,Jam,Standstill Traffic,41.78,-87.7,1
14:00,Jam,Standstill Traffic,41.78,-87.68,1
14:00,Jam,Standstill Traffic,41.78,-87.63,21
14:00,Jam,Standstill Traffic,41.78,-87.59,2
14:00,Jam,Standstill Traffic,41.78,-87.58,3
14:00,Jam,Standstill Traffic,41.78,-87.57,3
14:00,Jam,Standstill Traffic,41.79,-87.8,6
14:00,Jam,Standstill Traffic,41.79,-87.79,2
14:00,Jam,Standstill Traffic,41.79,-87.78,4
14:00,Jam,Standstill Traffic,41.79,-87.77,5
14:00,Jam,Standstill Traffic,41.79,-87.76,11
14:00,Jam,Standstill Traffic,41.79,-87.75,1
14:00,Jam,Standstill Traffic,41.79,-87.74,13
14:00,Jam,Standstill Traffic,41.79,-87.73,2
14:00,Jam,Standstill Traffic,41.79,-87.72,1
14:00,Jam,Standstill Traffic,41.79,-87.71,2
14:00,Jam,Standstill Traffic,41.79,-87.7,1
14:00,Jam,Standstill Traffic,41.79,-87.68,1
14:00,Jam,Standstill Traffic,41.79,-87.63,19
14:00,Jam,Standstill Traffic,41.79,-87.62,1
14:00,Jam,Standstill Traffic,41.79,-87.61,1
14:00,Jam,Standstill Traffic,41.79,-87.59,7
14:00,Jam,Standstill Traffic,41.79,-87.58,4
14:00,Jam,Standstill Traffic,41.8,-87.79,2
14:00,Jam,Standstill Traffic,41.8,-87.76,11
14:00,Jam,Standstill Traffic,41.8,-87.74,8
14:00,Jam,Standstill Traffic,41.8,-87.73,2
14:00,Jam,Standstill Traffic,41.8,-87.72,5
14:00,Jam,Standstill Traffic,41.8,-87.69,1
14:00,Jam,Standstill Traffic,41.8,-87.63,33
14:00,Jam,Standstill Traffic,41.8,-87.61,1
14:00,Jam,Standstill Traffic,41.8,-87.6,1
14:00,Jam,Standstill Traffic,41.8,-87.59,1
14:00,Jam,Standstill Traffic,41.8,-87.58,1
14:00,Jam,Standstill Traffic,41.81,-87.76,7
14:00,Jam,Standstill Traffic,41.81,-87.74,21
14:00,Jam,Standstill Traffic,41.81,-87.73,1
14:00,Jam,Standstill Traffic,41.81,-87.72,1
14:00,Jam,Standstill Traffic,41.81,-87.71,1
14:00,Jam,Standstill Traffic,41.81,-87.7,3
14:00,Jam,Standstill Traffic,41.81,-87.64,1
14:00,Jam,Standstill Traffic,41.81,-87.63,51
14:00,Jam,Standstill Traffic,41.81,-87.59,3
14:00,Jam,Standstill Traffic,41.82,-87.75,7
14:00,Jam,Standstill Traffic,41.82,-87.74,48
14:00,Jam,Standstill Traffic,41.82,-87.73,19
14:00,Jam,Standstill Traffic,41.82,-87.72,10
14:00,Jam,Standstill Traffic,41.82,-87.68,3
14:00,Jam,Standstill Traffic,41.82,-87.65,1
14:00,Jam,Standstill Traffic,41.82,-87.63,63
14:00,Jam,Standstill Traffic,41.82,-87.6,3
14:00,Jam,Standstill Traffic,41.82,-87.59,1
14:00,Jam,Standstill Traffic,41.83,-87.72,3
14:00,Jam,Standstill Traffic,41.83,-87.71,8
14:00,Jam,Standstill Traffic,41.83,-87.7,13
14:00,Jam,Standstill Traffic,41.83,-87.69,11
14:00,Jam,Standstill Traffic,41.83,-87.68,1
14:00,Jam,Standstill Traffic,41.83,-87.67,2
14:00,Jam,Standstill Traffic,41.83,-87.64,2
14:00,Jam,Standstill Traffic,41.83,-87.63,58
14:00,Jam,Standstill Traffic,41.83,-87.61,3
14:00,Jam,Standstill Traffic,41.83,-87.6,4
14:00,Jam,Standstill Traffic,41.84,-87.74,2
14:00,Jam,Standstill Traffic,41.84,-87.73,4
14:00,Jam,Standstill Traffic,41.84,-87.7,2
14:00,Jam,Standstill Traffic,41.84,-87.69,14
14:00,Jam,Standstill Traffic,41.84,-87.68,14
14:00,Jam,Standstill Traffic,41.84,-87.67,22
14:00,Jam,Standstill Traffic,41.84,-87.66,45
14:00,Jam,Standstill Traffic,41.84,-87.65,4
14:00,Jam,Standstill Traffic,41.84,-87.63,42
14:00,Jam,Standstill Traffic,41.84,-87.61,12
14:00,Jam,Standstill Traffic,41.85,-87.74,10
14:00,Jam,Standstill Traffic,41.85,-87.73,4
14:00,Jam,Standstill Traffic,41.85,-87.72,3
14:00,Jam,Standstill Traffic,41.85,-87.71,1
14:00,Jam,Standstill Traffic,41.85,-87.7,3
14:00,Jam,Standstill Traffic,41.85,-87.69,1
14:00,Jam,Standstill Traffic,41.85,-87.68,4
14:00,Jam,Standstill Traffic,41.85,-87.67,6
14:00,Jam,Standstill Traffic,41.85,-87.65,23
14:00,Jam,Standstill Traffic,41.85,-87.64,83
14:00,Jam,Standstill Traffic,41.85,-87.63,67
14:00,Jam,Standstill Traffic,41.85,-87.62,48
14:00,Jam,Standstill Traffic,41.85,-87.61,29
14:00,Jam,Standstill Traffic,41.86,-87.7,5
14:00,Jam,Standstill Traffic,41.86,-87.69,15
14:00,Jam,Standstill Traffic,41.86,-87.68,2
14:00,Jam,Standstill Traffic,41.86,-87.67,2
14:00,Jam,Standstill Traffic,41.86,-87.65,2
14:00,Jam,Standstill Traffic,41.86,-87.64,37
14:00,Jam,Standstill Traffic,41.86,-87.63,3
14:00,Jam,Standstill Traffic,41.86,-87.62,34
14:00,Jam,Standstill Traffic,41.87,-87.78,28
14:00,Jam,Standstill Traffic,41.87,-87.77,67
14:00,Jam,Standstill Traffic,41.87,-87.76,111
14:00,Jam,Standstill Traffic,41.87,-87.75,71
14:00,Jam,Standstill Traffic,41.87,-87.74,49
14:00,Jam,Standstill Traffic,41.87,-87.73,68
14:00,Jam,Standstill Traffic,41.87,-87.72,47
14:00,Jam,Standstill Traffic,41.87,-87.71,21
14:00,Jam,Standstill Traffic,41.87,-87.7,10
14:00,Jam,Standstill Traffic,41.87,-87.69,4
14:00,Jam,Standstill Traffic,41.87,-87.68,5
14:00,Jam,Standstill Traffic,41.87,-87.67,9
14:00,Jam,Standstill Traffic,41.87,-87.66,1
14:00,Jam,Standstill Traffic,41.87,-87.65,15
14:00,Jam,Standstill Traffic,41.87,-87.64,41
14:00,Jam,Standstill Traffic,41.87,-87.63,9
14:00,Jam,Standstill Traffic,41.87,-87.62,70
14:00,Jam,Standstill Traffic,41.88,-87.77,1
14:00,Jam,Standstill Traffic,41.88,-87.76,2
14:00,Jam,Standstill Traffic,41.88,-87.75,1
14:00,Jam,Standstill Traffic,41.88,-87.74,7
14:00,Jam,Standstill Traffic,41.88,-87.73,4
14:00,Jam,Standstill Traffic,41.88,-87.72,3
14:00,Jam,Standstill Traffic,41.88,-87.71,1
14:00,Jam,Standstill Traffic,41.88,-87.7,6
14:00,Jam,Standstill Traffic,41.88,-87.69,12
14:00,Jam,Standstill Traffic,41.88,-87.68,8
14:00,Jam,Standstill Traffic,41.88,-87.67,20
14:00,Jam,Standstill Traffic,41.88,-87.66,10
14:00,Jam,Standstill Traffic,41.88,-87.65,97
14:00,Jam,Standstill Traffic,41.88,-87.64,58
14:00,Jam,Standstill Traffic,41.88,-87.63,29
14:00,Jam,Standstill Traffic,41.88,-87.62,59
14:00,Jam,Standstill Traffic,41.88,-87.61,8
14:00,Jam,Standstill Traffic,41.89,-87.77,3
14:00,Jam,Standstill Traffic,41.89,-87.75,2
14:00,Jam,Standstill Traffic,41.89,-87.74,1
14:00,Jam,Standstill Traffic,41.89,-87.72,3
14:00,Jam,Standstill Traffic,41.89,-87.7,2
14:00,Jam,Standstill Traffic,41.89,-87.69,6
14:00,Jam,Standstill Traffic,41.89,-87.68,2
14:00,Jam,Standstill Traffic,41.89,-87.67,3
14:00,Jam,Standstill Traffic,41.89,-87.66,19
14:00,Jam,Standstill Traffic,41.89,-87.65,107
14:00,Jam,Standstill Traffic,41.89,-87.64,12
14:00,Jam,Standstill Traffic,41.89,-87.63,21
14:00,Jam,Standstill Traffic,41.89,-87.62,31
14:00,Jam,Standstill Traffic,41.89,-87.61,42
14:00,Jam,Standstill Traffic,41.9,-87.75,2
14:00,Jam,Standstill Traffic,41.9,-87.74,1
14:00,Jam,Standstill Traffic,41.9,-87.73,2
14:00,Jam,Standstill Traffic,41.9,-87.72,2
14:00,Jam,Standstill Traffic,41.9,-87.71,1
14:00,Jam,Standstill Traffic,41.9,-87.7,7
14:00,Jam,Standstill Traffic,41.9,-87.69,5
14:00,Jam,Standstill Traffic,41.9,-87.68,5
14:00,Jam,Standstill Traffic,41.9,-87.67,4
14:00,Jam,Standstill Traffic,41.9,-87.66,93
14:00,Jam,Standstill Traffic,41.9,-87.65,13
14:00,Jam,Standstill Traffic,41.9,-87.64,4
14:00,Jam,Standstill Traffic,41.9,-87.63,13
14:00,Jam,Standstill Traffic,41.9,-87.62,51
14:00,Jam,Standstill Traffic,41.91,-87.79,2
14:00,Jam,Standstill Traffic,41.91,-87.78,1
14:00,Jam,Standstill Traffic,41.91,-87.76,3
14:00,Jam,Standstill Traffic,41.91,-87.75,1
14:00,Jam,Standstill Traffic,41.91,-87.74,7
14:00,Jam,Standstill Traffic,41.91,-87.73,2
14:00,Jam,Standstill Traffic,41.91,-87.71,6
14:00,Jam,Standstill Traffic,41.91,-87.7,10
14:00,Jam,Standstill Traffic,41.91,-87.69,3
14:00,Jam,Standstill Traffic,41.91,-87.68,12
14:00,Jam,Standstill Traffic,41.91,-87.67,32
14:00,Jam,Standstill Traffic,41.91,-87.66,54
14:00,Jam,Standstill Traffic,41.91,-87.65,4
14:00,Jam,Standstill Traffic,41.91,-87.64,6
14:00,Jam,Standstill Traffic,41.91,-87.63,11
14:00,Jam,Standstill Traffic,41.91,-87.62,2
14:00,Jam,Standstill Traffic,41.92,-87.81,2
14:00,Jam,Standstill Traffic,41.92,-87.8,1
14:00,Jam,Standstill Traffic,41.92,-87.79,1
14:00,Jam,Standstill Traffic,41.92,-87.78,2
14:00,Jam,Standstill Traffic,41.92,-87.77,3
14:00,Jam,Standstill Traffic,41.92,-87.76,25
14:00,Jam,Standstill Traffic,41.92,-87.75,3
14:00,Jam,Standstill Traffic,41.92,-87.74,1
14:00,Jam,Standstill Traffic,41.92,-87.73,3
14:00,Jam,Standstill Traffic,41.92,-87.7,12
14:00,Jam,Standstill Traffic,41.92,-87.69,18
14:00,Jam,Standstill Traffic,41.92,-87.68,96
14:00,Jam,Standstill Traffic,41.92,-87.67,65
14:00,Jam,Standstill Traffic,41.92,-87.66,4
14:00,Jam,Standstill Traffic,41.92,-87.65,7
14:00,Jam,Standstill Traffic,41.92,-87.64,5
14:00,Jam,Standstill Traffic,41.92,-87.63,6
14:00,Jam,Standstill Traffic,41.93,-87.81,12
